review_text,sentiment,review_length
i used bitpim to transfer data to the phone.the price of the cable was excellent.,1,81
disappointing accessory from a good manufacturer.,0,49
"performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0,104
very wind-resistant.,1,20
"obviously they have a terrible customer service, so you get what you pay for.",0,77
"they do not last forever, but is not overly expensive to replace.easy to operate and the sound is much better than others i have tried.",1,135
"i contacted the company and they told me that, although the unit was still under warranty, if i couldn't produce my receipt i was out of luck.",0,142
linksys should have some way to exchange a bad phone for a refurb unit or something,0,83
phone is sturdy as all nokia bar phones are.,1,44
great phone.,1,12
"when i placed my treo into the case, not only was it not snug, but there was a lot of extra room on the sides.",0,110
i'm pleased.,1,12
battery is terrible.,0,20
i found the product to be easy to set up and use.,1,49
the earpiece on this is too large or too heavy...it keeps falling out of my ear.,0,80
utter crap.. sound quality is terrible.,0,39
"the charger arrived within the promised timeframe, but it did not work.",0,71
"no ear loop needed, it's tiny and the sound is great.",1,53
"finally, after three or four times the spring of the latch broke and i could not use it any longer on the visor.",0,112
"the handsfree part works fine, but then the car tries to download the address book, and the treo reboots.overall, i still rate this device high.",1,144
talk about useless customer service.,0,36
"it felt too light and ""tinny."".",0,31
this does not fit the palm tungsten e2 and it broke the first time i tried to plug it in.,0,89
i'm happy about this purchase- good quality and low price.,1,58
i love the look and feel of samsung flipphones.,1,47
its well-designed and very sharp -- the blue is a very nice color.,1,66
does everything it should and more.,1,35
i could not recommend these more.,0,33
nice sound.,1,11
"looks good in the picture, but this case was a huge disappointment",0,66
much less than the jawbone i was going to replace it with.,1,58
setup went very smoothly.,1,25
its extremely slow and takes forever to do anything with it.,0,60
"a must study for anyone interested in the ""worst sins"" of industrial design.",0,76
the first thing that happened was that the tracking was off.,0,60
"it is well made, easy to access the phone and has a handy, detachable belt clip.",1,80
then i had to continue pairing it periodically since it somehow kept dropping.,0,78
can't upload ringtones from a third party.,0,42
"bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0,126
truly awful.,0,12
"it works fine on my motorola 325 cellphone, and a lot better than the worn-out battery did.",1,91
the volume for the ringer is real good .,1,40
and none of the tones is acceptable.,0,36
camera color balance is awful.,0,30
"this product is clearly not ready for prime time, i don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0,135
i love the ringtones because they are so upbeat,1,47
chinese forgeries abound.,0,25
easy to pair with my samsung cell.,1,34
the instructions didn't explain that a microphone jack could be used.,0,69
i would advise to not purchase this item it never worked very well.,0,67
too bad you have to pay up to $$$ a month for the service,0,57
works well.,1,11
the nokia ca-42 usb cable did not work with my phone.,0,53
clear crisp sound.,1,18
"i have to use the smallest earpieces provided, but it stays on pretty well.",1,75
"the biggest complaint i have is, the battery drains superfast.",0,62
the design might be ergonomic in theory but i could not stand having these in my ear.,0,85
do not buy if you want to use the holster.,0,42
the phone can also take great pictures and even video clips.,1,60
it doesn't make you look cool.,0,30
"because both ears are occupied, background is not distracting at all.",1,69
"comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1,115
"also, the phone doesn't seem to accept anything except cbr mp3s, preferably ripped by windows media player.",0,107
you can't beat the price on these.,1,34
"* comes with a strong light that you can use to light up your camera shots, and even flash sos signals (seriously",1,113
lightweight and works well.,1,27
so just beware.,0,15
i love this cable - it allows me to connect any mini-usb device to my pc.,1,73
so anyone near you will hear part of your conversation.,0,55
this is cool because most cases are just open there allowing the screen to get all scratched up.,1,96
i bought this phone as a replacement for my startac and have regretted it since.,0,80
appears to actually outperform the original battery from china that came with my v325i.,1,87
can't store anything but phone numbers to sim.,0,46
"it lasts less than 3o minutes, if i actually try to use the phone.my wife has the same phone with the same problem.",0,115
poor quality.,0,13
"jabra ear gels ""r"" the best.",1,28
not worth it.,0,13
the phone crashed completely and now i have to get it replaced.,0,63
"it quit working after i'd used it for about 18 months, so i just purchased another one because this is the best headset i've ever owned.",1,136
"unfortunately it will not recharge my iphone 4s, despite connecting it from multiple power sources .",0,100
it was a great phone.,1,21
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0,99
"good value, works fine - power via usb, car, or wall outlet.",1,60
my phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1,101
